19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,b2,91,89,86,85,84,83,82,81,80,79,78,77,,,,,,f2,,,,,,,,,,,,,,
13,,,,,,,,,97,93,54,50,46,20,18,16,14,12,10,8,76,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,99,95,56,52,48,39,37,35,33,31,29,27,6,75,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,44,25,4,74,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,87,42,23,2,59,,,,,,,,,,,,,,,,
9,,,,,,,,b1,,,,,,,,,,,,,41,22,1,58,,f1,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,88,43,24,3,60,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,45,26,5,61,,,,,,,,,,,,,,,,,
6,,,,,,,,,100,96,57,53,49,40,38,36,34,32,30,28,7,62,,,,,,,,,,,,,,,,,,
5,,,,,,,,,98,94,55,51,47,21,19,17,15,13,11,9,63,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,92,90,73,72,71,70,69,68,67,66,65,64,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
