19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,1,5,9,13,,,,17,21,25,29,,,,,,,,,,,,,,,,,,
14,,,,,,,,b2,,,,2,6,10,14,,,,18,22,26,30,,,,f2,,,,,,,,,,,,,,
13,,,,,,,,,,,,3,7,11,15,,,,19,23,27,31,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,4,8,12,16,,,,20,24,28,32,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,b1,,,,,,,,,,,,,,,,,,f1,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,33,37,41,45,,,,49,53,57,61,,,,65,69,73,77,,,,,,,,,,,,,,
6,,,,,,,,,34,38,42,46,,,,50,54,58,62,,,,66,70,74,78,,,,,,,,,,,,,,
5,,,,,,,,,35,39,43,47,,,,51,55,59,63,,,,67,71,75,79,,,,,,,,,,,,,,
4,,,,,,,,,36,40,44,48,,,,52,56,60,64,,,,68,72,76,80,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
